,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,fname,labels
4905,57,51,447,273,101,cars_train/04906.jpg,Ferrari California Convertible 2012
4906,24,22,226,169,133,cars_train/04907.jpg,Hyundai Sonata Hybrid Sedan 2012
4907,139,109,395,298,157,cars_train/04908.jpg,Maybach Landaulet Convertible 2012
4908,184,209,1227,727,166,cars_train/04909.jpg,Mitsubishi Lancer Sedan 2012
4909,203,227,1067,776,103,cars_train/04910.jpg,Ferrari 458 Italia Coupe 2012
4910,99,108,479,301,109,cars_train/04911.jpg,Ford Edge SUV 2012
4911,324,297,1242,788,186,cars_train/04912.jpg,Toyota Camry Sedan 2012
4912,14,5,388,254,164,cars_train/04913.jpg,Mercedes-Benz S-Class Sedan 2012
4913,24,216,1021,654,96,cars_train/04914.jpg,Dodge Charger SRT-8 2009
4914,11,1,131,96,33,cars_train/04915.jpg,BMW M3 Coupe 2012
4915,16,24,258,172,106,cars_train/04916.jpg,Ford Mustang Convertible 2007
4916,1,223,1172,611,106,cars_train/04917.jpg,Ford Mustang Convertible 2007
4917,15,60,242,175,12,cars_train/04918.jpg,Audi A5 Coupe 2012
4918,151,112,1528,1069,88,cars_train/04919.jpg,Dodge Journey SUV 2012
4919,46,60,575,354,164,cars_train/04920.jpg,Mercedes-Benz S-Class Sedan 2012
4920,166,170,1076,615,163,cars_train/04921.jpg,Mercedes-Benz E-Class Sedan 2012
4921,276,83,654,352,146,cars_train/04922.jpg,Jeep Liberty SUV 2012
4922,100,258,753,457,15,cars_train/04923.jpg,Audi V8 Sedan 1994
4923,198,278,1502,1054,42,cars_train/04924.jpg,Bentley Continental GT Coupe 2007
4924,73,71,599,411,110,cars_train/04925.jpg,Ford Ranger SuperCab 2011
4925,6,53,633,363,143,cars_train/04926.jpg,Jaguar XK XKR 2012
4926,139,130,467,275,37,cars_train/04927.jpg,BMW Z4 Convertible 2012
4927,15,49,601,331,112,cars_train/04928.jpg,Ford F-150 Regular Cab 2012
4928,12,105,282,209,41,cars_train/04929.jpg,Bentley Continental GT Coupe 2012
4929,89,40,414,249,136,cars_train/04930.jpg,Hyundai Genesis Sedan 2012
4930,75,336,1487,786,15,cars_train/04931.jpg,Audi V8 Sedan 1994
4931,127,36,1367,896,139,cars_train/04932.jpg,Hyundai Azera Sedan 2012
4932,22,20,384,178,180,cars_train/04933.jpg,Suzuki Aerio Sedan 2007
4933,1,87,799,595,168,cars_train/04934.jpg,Nissan NV Passenger Van 2012
4934,49,73,272,241,156,cars_train/04935.jpg,MINI Cooper Roadster Convertible 2012
4935,53,115,431,293,71,cars_train/04936.jpg,Chevrolet Monte Carlo Coupe 2007
4936,6,6,496,223,138,cars_train/04937.jpg,Hyundai Elantra Touring Hatchback 2012
4937,66,65,572,354,85,cars_train/04938.jpg,Dodge Ram Pickup 3500 Crew Cab 2010
4938,31,46,294,161,104,cars_train/04939.jpg,Fisker Karma Sedan 2012
4939,32,50,278,166,22,cars_train/04940.jpg,Audi S4 Sedan 2012
4940,1,37,197,144,160,cars_train/04941.jpg,Mercedes-Benz 300-Class Convertible 1993
4941,96,73,559,399,7,cars_train/04942.jpg,Aston Martin V8 Vantage Convertible 2012
4942,3,56,253,167,71,cars_train/04943.jpg,Chevrolet Monte Carlo Coupe 2007
4943,29,55,362,210,18,cars_train/04944.jpg,Audi TT Hatchback 2011
4944,69,79,430,276,33,cars_train/04945.jpg,BMW M3 Coupe 2012
4945,76,170,884,681,26,cars_train/04946.jpg,BMW 1 Series Convertible 2012
4946,137,149,676,453,109,cars_train/04947.jpg,Ford Edge SUV 2012
4947,113,302,668,527,95,cars_train/04948.jpg,Dodge Charger Sedan 2012
4948,49,99,594,397,16,cars_train/04949.jpg,Audi 100 Sedan 1994
4949,2,158,640,419,86,cars_train/04950.jpg,Dodge Ram Pickup 3500 Quad Cab 2009
4950,57,199,982,675,43,cars_train/04951.jpg,Bentley Continental Flying Spur Sedan 2007
4951,110,234,339,326,151,cars_train/04952.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012
4952,17,214,1587,742,97,cars_train/04953.jpg,Eagle Talon Hatchback 1998
4953,94,163,736,377,54,cars_train/04954.jpg,Chevrolet Corvette Convertible 2012
4954,48,246,1085,625,175,cars_train/04955.jpg,Rolls-Royce Ghost Sedan 2012
4955,29,135,581,380,14,cars_train/04956.jpg,Audi R8 Coupe 2012
4956,27,11,241,177,26,cars_train/04957.jpg,BMW 1 Series Convertible 2012
4957,616,321,1111,574,176,cars_train/04958.jpg,Rolls-Royce Phantom Sedan 2012
4958,14,73,254,172,189,cars_train/04959.jpg,Volkswagen Golf Hatchback 2012
4959,44,67,250,171,128,cars_train/04960.jpg,Honda Accord Sedan 2012
4960,84,89,686,424,153,cars_train/04961.jpg,Land Rover Range Rover SUV 2012
4961,8,108,350,240,152,cars_train/04962.jpg,Lamborghini Diablo Coupe 2001
4962,19,13,409,268,178,cars_train/04963.jpg,Spyker C8 Convertible 2009
4963,3,12,300,211,130,cars_train/04964.jpg,Hyundai Santa Fe SUV 2012
4964,50,88,440,254,177,cars_train/04965.jpg,Scion xD Hatchback 2012
4965,17,62,187,123,30,cars_train/04966.jpg,BMW 6 Series Convertible 2007
4966,4,144,799,526,81,cars_train/04967.jpg,Daewoo Nubira Wagon 2002
4967,19,104,616,385,158,cars_train/04968.jpg,Mazda Tribute SUV 2011
4968,2,34,355,176,158,cars_train/04969.jpg,Mazda Tribute SUV 2011
4969,45,88,799,573,195,cars_train/04970.jpg,smart fortwo Convertible 2012
4970,110,133,565,368,170,cars_train/04971.jpg,Nissan 240SX Coupe 1998
4971,197,105,1059,726,37,cars_train/04972.jpg,BMW Z4 Convertible 2012
4972,56,100,449,346,36,cars_train/04973.jpg,BMW X3 SUV 2012
4973,15,46,290,207,130,cars_train/04974.jpg,Hyundai Santa Fe SUV 2012
4974,27,93,620,350,37,cars_train/04975.jpg,BMW Z4 Convertible 2012
4975,95,140,1344,860,192,cars_train/04976.jpg,Volvo C30 Hatchback 2012
4976,23,78,601,403,126,cars_train/04977.jpg,Honda Odyssey Minivan 2007
4977,125,165,574,469,34,cars_train/04978.jpg,BMW M5 Sedan 2010
4978,1,167,645,445,54,cars_train/04979.jpg,Chevrolet Corvette Convertible 2012
4979,61,230,577,457,126,cars_train/04980.jpg,Honda Odyssey Minivan 2007
4980,47,272,919,638,144,cars_train/04981.jpg,Jeep Patriot SUV 2012
4981,78,264,961,563,192,cars_train/04982.jpg,Volvo C30 Hatchback 2012
4982,49,93,225,169,150,cars_train/04983.jpg,Lamborghini Aventador Coupe 2012
4983,11,103,617,310,128,cars_train/04984.jpg,Honda Accord Sedan 2012
4984,10,44,1027,557,116,cars_train/04985.jpg,Ford Fiesta Sedan 2012
4985,14,95,483,337,119,cars_train/04986.jpg,GMC Yukon Hybrid SUV 2012
4986,76,81,660,420,130,cars_train/04987.jpg,Hyundai Santa Fe SUV 2012
4987,176,212,498,395,101,cars_train/04988.jpg,Ferrari California Convertible 2012
4988,55,149,529,343,43,cars_train/04989.jpg,Bentley Continental Flying Spur Sedan 2007
4989,124,334,1390,859,159,cars_train/04990.jpg,McLaren MP4-12C Coupe 2012
4990,14,26,189,91,122,cars_train/04991.jpg,Geo Metro Convertible 1993
4991,23,73,486,336,117,cars_train/04992.jpg,GMC Terrain SUV 2012
4992,42,90,613,398,74,cars_train/04993.jpg,Chevrolet Silverado 1500 Regular Cab 2012
4993,27,8,417,346,104,cars_train/04994.jpg,Fisker Karma Sedan 2012
4994,26,84,401,284,127,cars_train/04995.jpg,Honda Accord Coupe 2012
4995,77,139,803,549,123,cars_train/04996.jpg,HUMMER H3T Crew Cab 2010
4996,80,42,448,285,130,cars_train/04997.jpg,Hyundai Santa Fe SUV 2012
4997,8,51,799,411,29,cars_train/04998.jpg,BMW 3 Series Wagon 2012
4998,55,80,978,667,110,cars_train/04999.jpg,Ford Ranger SuperCab 2011
4999,15,37,258,180,71,cars_train/05000.jpg,Chevrolet Monte Carlo Coupe 2007
5000,1,27,640,438,178,cars_train/05001.jpg,Spyker C8 Convertible 2009
5001,26,46,481,228,11,cars_train/05002.jpg,Audi RS 4 Convertible 2008
5002,8,29,276,178,89,cars_train/05003.jpg,Dodge Dakota Crew Cab 2010
5003,71,137,595,441,85,cars_train/05004.jpg,Dodge Ram Pickup 3500 Crew Cab 2010
5004,56,60,346,222,114,cars_train/05005.jpg,Ford Focus Sedan 2007
5005,22,13,292,188,36,cars_train/05006.jpg,BMW X3 SUV 2012
5006,39,142,617,354,19,cars_train/05007.jpg,Audi S6 Sedan 2011
5007,71,77,575,381,72,cars_train/05008.jpg,Chevrolet Malibu Sedan 2007
5008,71,16,399,321,44,cars_train/05009.jpg,Bugatti Veyron 16.4 Convertible 2009
5009,27,84,281,184,102,cars_train/05010.jpg,Ferrari 458 Italia Convertible 2012
5010,1,31,140,77,33,cars_train/05011.jpg,BMW M3 Coupe 2012
5011,42,77,617,463,194,cars_train/05012.jpg,Volvo XC90 SUV 2007
5012,16,59,472,304,60,cars_train/05013.jpg,Chevrolet Impala Sedan 2007
5013,58,364,970,682,155,cars_train/05014.jpg,Lincoln Town Car Sedan 2011
5014,172,99,853,696,78,cars_train/05015.jpg,Chrysler 300 SRT-8 2010
5015,256,171,580,359,45,cars_train/05016.jpg,Bugatti Veyron 16.4 Coupe 2009
5016,23,53,271,198,115,cars_train/05017.jpg,Ford E-Series Wagon Van 2012
5017,23,67,605,392,180,cars_train/05018.jpg,Suzuki Aerio Sedan 2007
5018,59,61,558,410,139,cars_train/05019.jpg,Hyundai Azera Sedan 2012
5019,6,81,613,420,70,cars_train/05020.jpg,Chevrolet Express Van 2007
5020,86,237,979,588,159,cars_train/05021.jpg,McLaren MP4-12C Coupe 2012
5021,50,243,1424,883,144,cars_train/05022.jpg,Jeep Patriot SUV 2012
5022,201,112,513,342,9,cars_train/05023.jpg,Aston Martin Virage Convertible 2012
5023,57,189,944,587,185,cars_train/05024.jpg,Toyota Sequoia SUV 2012
5024,22,55,290,221,120,cars_train/05025.jpg,GMC Acadia SUV 2012
5025,84,54,443,313,136,cars_train/05026.jpg,Hyundai Genesis Sedan 2012
5026,60,99,614,399,189,cars_train/05027.jpg,Volkswagen Golf Hatchback 2012
5027,52,15,274,142,27,cars_train/05028.jpg,BMW 1 Series Coupe 2012
5028,22,214,783,520,39,cars_train/05029.jpg,Bentley Arnage Sedan 2009
5029,60,76,593,393,0,cars_train/05030.jpg,AM General Hummer SUV 2000
5030,46,109,492,317,164,cars_train/05031.jpg,Mercedes-Benz S-Class Sedan 2012
5031,108,58,316,203,70,cars_train/05032.jpg,Chevrolet Express Van 2007
5032,78,106,321,238,51,cars_train/05033.jpg,Cadillac SRX SUV 2012
5033,8,26,442,313,66,cars_train/05034.jpg,Chevrolet Malibu Hybrid Sedan 2010
5034,129,265,1980,1114,118,cars_train/05035.jpg,GMC Savana Van 2012
5035,58,231,1145,770,163,cars_train/05036.jpg,Mercedes-Benz E-Class Sedan 2012
5036,111,123,657,436,129,cars_train/05037.jpg,Hyundai Veloster Hatchback 2012
5037,41,52,218,170,113,cars_train/05038.jpg,Ford F-150 Regular Cab 2007
5038,106,17,517,360,177,cars_train/05039.jpg,Scion xD Hatchback 2012
5039,381,293,863,512,24,cars_train/05040.jpg,Audi TT RS Coupe 2012
5040,3,6,202,159,87,cars_train/05041.jpg,Dodge Sprinter Cargo Van 2009
5041,147,119,1078,596,5,cars_train/05042.jpg,Acura Integra Type R 2001
5042,21,69,288,210,189,cars_train/05043.jpg,Volkswagen Golf Hatchback 2012
5043,18,12,251,183,130,cars_train/05044.jpg,Hyundai Santa Fe SUV 2012
5044,29,74,605,431,191,cars_train/05045.jpg,Volkswagen Beetle Hatchback 2012
5045,187,337,1438,862,89,cars_train/05046.jpg,Dodge Dakota Crew Cab 2010
5046,51,46,439,250,154,cars_train/05047.jpg,Land Rover LR2 SUV 2012
5047,40,70,562,350,9,cars_train/05048.jpg,Aston Martin Virage Convertible 2012
5048,190,167,581,383,45,cars_train/05049.jpg,Bugatti Veyron 16.4 Coupe 2009
5049,40,70,1582,1030,22,cars_train/05050.jpg,Audi S4 Sedan 2012
5050,29,40,418,319,99,cars_train/05051.jpg,FIAT 500 Convertible 2012
5051,83,93,686,425,2,cars_train/05052.jpg,Acura TL Sedan 2012
5052,21,154,607,367,179,cars_train/05053.jpg,Spyker C8 Coupe 2009
5053,41,78,990,711,51,cars_train/05054.jpg,Cadillac SRX SUV 2012
5054,187,225,886,762,164,cars_train/05055.jpg,Mercedes-Benz S-Class Sedan 2012
5055,37,180,978,619,96,cars_train/05056.jpg,Dodge Charger SRT-8 2009
5056,63,106,435,329,3,cars_train/05057.jpg,Acura TL Type-S 2008
5057,18,55,625,389,32,cars_train/05058.jpg,BMW X6 SUV 2012
5058,139,298,756,598,103,cars_train/05059.jpg,Ferrari 458 Italia Coupe 2012
5059,153,59,861,658,131,cars_train/05060.jpg,Hyundai Tucson SUV 2012
5060,267,753,3247,1744,97,cars_train/05061.jpg,Eagle Talon Hatchback 1998
5061,22,22,310,222,105,cars_train/05062.jpg,Ford F-450 Super Duty Crew Cab 2012
5062,36,56,605,455,12,cars_train/05063.jpg,Audi A5 Coupe 2012
5063,85,79,530,401,114,cars_train/05064.jpg,Ford Focus Sedan 2007
5064,37,102,605,389,114,cars_train/05065.jpg,Ford Focus Sedan 2007
5065,25,74,221,174,41,cars_train/05066.jpg,Bentley Continental GT Coupe 2012
5066,17,46,383,230,18,cars_train/05067.jpg,Audi TT Hatchback 2011
5067,80,231,1167,667,42,cars_train/05068.jpg,Bentley Continental GT Coupe 2007
5068,128,101,347,195,37,cars_train/05069.jpg,BMW Z4 Convertible 2012
5069,33,74,375,259,76,cars_train/05070.jpg,Chrysler Sebring Convertible 2010
5070,66,70,478,293,51,cars_train/05071.jpg,Cadillac SRX SUV 2012
5071,25,50,239,159,37,cars_train/05072.jpg,BMW Z4 Convertible 2012
5072,52,64,217,150,102,cars_train/05073.jpg,Ferrari 458 Italia Convertible 2012
5073,23,106,462,301,77,cars_train/05074.jpg,Chrysler Town and Country Minivan 2012
5074,29,33,243,153,24,cars_train/05075.jpg,Audi TT RS Coupe 2012
5075,39,73,261,137,150,cars_train/05076.jpg,Lamborghini Aventador Coupe 2012
5076,25,44,559,273,6,cars_train/05077.jpg,Acura ZDX Hatchback 2012
5077,24,115,582,293,102,cars_train/05078.jpg,Ferrari 458 Italia Convertible 2012
5078,17,21,400,300,158,cars_train/05079.jpg,Mazda Tribute SUV 2011
5079,18,144,789,463,78,cars_train/05080.jpg,Chrysler 300 SRT-8 2010
5080,8,1,498,196,50,cars_train/05081.jpg,Cadillac CTS-V Sedan 2012
5081,36,35,401,241,65,cars_train/05082.jpg,Chevrolet Cobalt SS 2010
5082,22,78,378,236,12,cars_train/05083.jpg,Audi A5 Coupe 2012
5083,59,60,542,346,97,cars_train/05084.jpg,Eagle Talon Hatchback 1998
5084,17,44,256,174,22,cars_train/05085.jpg,Audi S4 Sedan 2012
5085,14,135,567,305,14,cars_train/05086.jpg,Audi R8 Coupe 2012
5086,25,99,587,384,34,cars_train/05087.jpg,BMW M5 Sedan 2010
5087,42,78,362,299,177,cars_train/05088.jpg,Scion xD Hatchback 2012
5088,68,287,1228,667,178,cars_train/05089.jpg,Spyker C8 Convertible 2009
5089,134,43,467,158,25,cars_train/05090.jpg,BMW ActiveHybrid 5 Sedan 2012
5090,97,141,955,585,114,cars_train/05091.jpg,Ford Focus Sedan 2007
5091,26,48,459,335,112,cars_train/05092.jpg,Ford F-150 Regular Cab 2012
5092,13,122,393,283,138,cars_train/05093.jpg,Hyundai Elantra Touring Hatchback 2012
5093,43,114,486,253,37,cars_train/05094.jpg,BMW Z4 Convertible 2012
5094,51,193,1001,656,41,cars_train/05095.jpg,Bentley Continental GT Coupe 2012
5095,2,82,381,187,152,cars_train/05096.jpg,Lamborghini Diablo Coupe 2001
5096,11,4,289,180,159,cars_train/05097.jpg,McLaren MP4-12C Coupe 2012
5097,87,80,827,700,145,cars_train/05098.jpg,Jeep Wrangler SUV 2012
5098,5,63,286,174,106,cars_train/05099.jpg,Ford Mustang Convertible 2007
5099,14,90,611,446,119,cars_train/05100.jpg,GMC Yukon Hybrid SUV 2012
5100,166,597,1949,1431,163,cars_train/05101.jpg,Mercedes-Benz E-Class Sedan 2012
5101,13,19,318,235,84,cars_train/05102.jpg,Dodge Caravan Minivan 1997
5102,47,35,590,403,93,cars_train/05103.jpg,Dodge Durango SUV 2012
5103,42,188,769,477,144,cars_train/05104.jpg,Jeep Patriot SUV 2012
5104,27,40,279,142,29,cars_train/05105.jpg,BMW 3 Series Wagon 2012
5105,9,11,246,179,124,cars_train/05106.jpg,HUMMER H2 SUT Crew Cab 2009
5106,31,44,379,250,151,cars_train/05107.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012
5107,5,15,298,139,107,cars_train/05108.jpg,Ford Freestar Minivan 2007
5108,97,32,518,228,182,cars_train/05109.jpg,Suzuki SX4 Hatchback 2012
5109,126,171,1665,1182,148,cars_train/05110.jpg,Jeep Compass SUV 2012
5110,22,65,473,287,92,cars_train/05111.jpg,Dodge Challenger SRT8 2011
5111,25,112,588,334,65,cars_train/05112.jpg,Chevrolet Cobalt SS 2010
5112,16,37,243,158,105,cars_train/05113.jpg,Ford F-450 Super Duty Crew Cab 2012
5113,24,95,276,237,20,cars_train/05114.jpg,Audi S5 Convertible 2012
5114,26,64,235,185,112,cars_train/05115.jpg,Ford F-150 Regular Cab 2012
5115,32,42,584,347,13,cars_train/05116.jpg,Audi TTS Coupe 2012
5116,51,321,1517,1122,186,cars_train/05117.jpg,Toyota Camry Sedan 2012
5117,16,55,246,163,79,cars_train/05118.jpg,Chrysler Crossfire Convertible 2008
5118,52,118,743,513,195,cars_train/05119.jpg,smart fortwo Convertible 2012
5119,31,219,613,417,193,cars_train/05120.jpg,Volvo 240 Sedan 1993
5120,117,196,661,383,123,cars_train/05121.jpg,HUMMER H3T Crew Cab 2010
5121,44,56,397,306,19,cars_train/05122.jpg,Audi S6 Sedan 2011
5122,108,149,1137,637,95,cars_train/05123.jpg,Dodge Charger Sedan 2012
5123,26,147,629,386,49,cars_train/05124.jpg,Buick Enclave SUV 2012
5124,42,170,591,389,3,cars_train/05125.jpg,Acura TL Type-S 2008
5125,188,106,581,295,151,cars_train/05126.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012
5126,19,37,235,134,187,cars_train/05127.jpg,Toyota Corolla Sedan 2012
5127,15,58,246,139,4,cars_train/05128.jpg,Acura TSX Sedan 2012
5128,172,107,582,335,21,cars_train/05129.jpg,Audi S5 Coupe 2012
5129,35,38,222,163,85,cars_train/05130.jpg,Dodge Ram Pickup 3500 Crew Cab 2010
5130,50,159,595,456,154,cars_train/05131.jpg,Land Rover LR2 SUV 2012
5131,35,92,405,309,31,cars_train/05132.jpg,BMW X5 SUV 2007
5132,37,72,281,187,156,cars_train/05133.jpg,MINI Cooper Roadster Convertible 2012
5133,19,61,472,309,138,cars_train/05134.jpg,Hyundai Elantra Touring Hatchback 2012
5134,3,11,258,137,107,cars_train/05135.jpg,Ford Freestar Minivan 2007
5135,32,116,569,370,104,cars_train/05136.jpg,Fisker Karma Sedan 2012
5136,54,44,578,401,132,cars_train/05137.jpg,Hyundai Veracruz SUV 2012
5137,21,6,341,146,14,cars_train/05138.jpg,Audi R8 Coupe 2012
5138,21,104,514,377,153,cars_train/05139.jpg,Land Rover Range Rover SUV 2012
5139,37,102,723,407,57,cars_train/05140.jpg,Chevrolet Traverse SUV 2012
5140,59,85,994,677,62,cars_train/05141.jpg,Chevrolet Sonic Sedan 2012
5141,24,86,472,309,91,cars_train/05142.jpg,Dodge Magnum Wagon 2008
5142,3,24,572,275,9,cars_train/05143.jpg,Aston Martin Virage Convertible 2012
5143,43,276,973,562,20,cars_train/05144.jpg,Audi S5 Convertible 2012
5144,17,68,402,241,43,cars_train/05145.jpg,Bentley Continental Flying Spur Sedan 2007
5145,123,69,489,259,24,cars_train/05146.jpg,Audi TT RS Coupe 2012
5146,53,114,577,299,170,cars_train/05147.jpg,Nissan 240SX Coupe 1998
5147,72,109,529,323,12,cars_train/05148.jpg,Audi A5 Coupe 2012
5148,55,22,593,399,148,cars_train/05149.jpg,Jeep Compass SUV 2012
5149,55,113,523,331,20,cars_train/05150.jpg,Audi S5 Convertible 2012
5150,47,140,611,426,119,cars_train/05151.jpg,GMC Yukon Hybrid SUV 2012
5151,48,92,261,161,58,cars_train/05152.jpg,Chevrolet Camaro Convertible 2012
5152,28,94,614,389,143,cars_train/05153.jpg,Jaguar XK XKR 2012
5153,335,234,992,740,148,cars_train/05154.jpg,Jeep Compass SUV 2012
5154,22,53,1773,1013,119,cars_train/05155.jpg,GMC Yukon Hybrid SUV 2012
5155,89,137,524,335,30,cars_train/05156.jpg,BMW 6 Series Convertible 2007
5156,172,22,760,469,150,cars_train/05157.jpg,Lamborghini Aventador Coupe 2012
5157,1,31,443,299,38,cars_train/05158.jpg,Bentley Continental Supersports Conv. Convertible 2012
5158,9,66,600,373,113,cars_train/05159.jpg,Ford F-150 Regular Cab 2007
5159,12,64,254,140,106,cars_train/05160.jpg,Ford Mustang Convertible 2007
5160,32,43,620,437,130,cars_train/05161.jpg,Hyundai Santa Fe SUV 2012
5161,29,32,472,331,19,cars_train/05162.jpg,Audi S6 Sedan 2011
5162,68,116,543,371,37,cars_train/05163.jpg,BMW Z4 Convertible 2012
5163,15,107,624,363,181,cars_train/05164.jpg,Suzuki Kizashi Sedan 2012
5164,16,83,564,322,171,cars_train/05165.jpg,Plymouth Neon Coupe 1999
5165,36,60,586,354,121,cars_train/05166.jpg,GMC Canyon Extended Cab 2012
5166,11,24,117,76,173,cars_train/05167.jpg,Ram C/V Cargo Van Minivan 2012
5167,40,184,702,493,67,cars_train/05168.jpg,Chevrolet TrailBlazer SS 2009
5168,55,167,769,406,193,cars_train/05169.jpg,Volvo 240 Sedan 1993
5169,6,85,292,192,103,cars_train/05170.jpg,Ferrari 458 Italia Coupe 2012
5170,214,27,558,235,194,cars_train/05171.jpg,Volvo XC90 SUV 2007
5171,208,207,772,513,176,cars_train/05172.jpg,Rolls-Royce Phantom Sedan 2012
5172,48,70,274,200,34,cars_train/05173.jpg,BMW M5 Sedan 2010
5173,18,63,639,396,69,cars_train/05174.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007
5174,111,11,531,320,186,cars_train/05175.jpg,Toyota Camry Sedan 2012
5175,48,51,279,179,61,cars_train/05176.jpg,Chevrolet Tahoe Hybrid SUV 2012
5176,16,24,580,282,16,cars_train/05177.jpg,Audi 100 Sedan 1994
5177,5,169,799,506,78,cars_train/05178.jpg,Chrysler 300 SRT-8 2010
5178,2,63,625,402,60,cars_train/05179.jpg,Chevrolet Impala Sedan 2007
5179,45,120,569,362,178,cars_train/05180.jpg,Spyker C8 Convertible 2009
5180,30,162,565,379,16,cars_train/05181.jpg,Audi 100 Sedan 1994
5181,21,121,390,381,104,cars_train/05182.jpg,Fisker Karma Sedan 2012
5182,15,59,1147,617,24,cars_train/05183.jpg,Audi TT RS Coupe 2012
5183,24,144,607,398,82,cars_train/05184.jpg,Dodge Caliber Wagon 2012
5184,80,231,861,679,111,cars_train/05185.jpg,Ford GT Coupe 2006
5185,14,47,467,221,113,cars_train/05186.jpg,Ford F-150 Regular Cab 2007
5186,29,5,211,144,105,cars_train/05187.jpg,Ford F-450 Super Duty Crew Cab 2012
5187,28,42,463,308,110,cars_train/05188.jpg,Ford Ranger SuperCab 2011
5188,17,49,584,433,145,cars_train/05189.jpg,Jeep Wrangler SUV 2012
5189,80,86,544,299,92,cars_train/05190.jpg,Dodge Challenger SRT8 2011
5190,24,138,617,358,58,cars_train/05191.jpg,Chevrolet Camaro Convertible 2012
5191,55,14,529,374,52,cars_train/05192.jpg,Cadillac Escalade EXT Crew Cab 2007
5192,72,103,598,302,141,cars_train/05193.jpg,Infiniti QX56 SUV 2011
5193,29,44,587,463,94,cars_train/05194.jpg,Dodge Durango SUV 2007
5194,67,355,1549,1063,169,cars_train/05195.jpg,Nissan Juke Hatchback 2012
5195,41,41,239,134,110,cars_train/05196.jpg,Ford Ranger SuperCab 2011
5196,39,141,594,355,6,cars_train/05197.jpg,Acura ZDX Hatchback 2012
5197,244,153,632,397,139,cars_train/05198.jpg,Hyundai Azera Sedan 2012
5198,224,49,621,346,118,cars_train/05199.jpg,GMC Savana Van 2012
5199,86,19,505,316,137,cars_train/05200.jpg,Hyundai Sonata Sedan 2012
5200,12,47,251,162,96,cars_train/05201.jpg,Dodge Charger SRT-8 2009
5201,21,45,269,160,176,cars_train/05202.jpg,Rolls-Royce Phantom Sedan 2012
5202,6,50,300,167,44,cars_train/05203.jpg,Bugatti Veyron 16.4 Convertible 2009
5203,46,81,507,278,156,cars_train/05204.jpg,MINI Cooper Roadster Convertible 2012
5204,35,50,673,495,123,cars_train/05205.jpg,HUMMER H3T Crew Cab 2010
5205,118,39,882,681,171,cars_train/05206.jpg,Plymouth Neon Coupe 1999
5206,111,184,543,358,125,cars_train/05207.jpg,Honda Odyssey Minivan 2012
5207,100,240,1577,968,54,cars_train/05208.jpg,Chevrolet Corvette Convertible 2012
5208,3,40,300,154,91,cars_train/05209.jpg,Dodge Magnum Wagon 2008
5209,18,84,205,167,160,cars_train/05210.jpg,Mercedes-Benz 300-Class Convertible 1993
5210,52,21,400,262,179,cars_train/05211.jpg,Spyker C8 Coupe 2009
5211,15,82,337,223,19,cars_train/05212.jpg,Audi S6 Sedan 2011
5212,99,124,961,665,74,cars_train/05213.jpg,Chevrolet Silverado 1500 Regular Cab 2012
5213,16,434,1266,894,78,cars_train/05214.jpg,Chrysler 300 SRT-8 2010
5214,14,19,793,452,182,cars_train/05215.jpg,Suzuki SX4 Hatchback 2012
5215,135,116,897,579,62,cars_train/05216.jpg,Chevrolet Sonic Sedan 2012
5216,111,82,886,584,147,cars_train/05217.jpg,Jeep Grand Cherokee SUV 2012
5217,34,162,703,428,59,cars_train/05218.jpg,Chevrolet HHR SS 2010
5218,279,316,1345,921,169,cars_train/05219.jpg,Nissan Juke Hatchback 2012
5219,16,79,727,449,129,cars_train/05220.jpg,Hyundai Veloster Hatchback 2012
5220,34,49,281,144,68,cars_train/05221.jpg,Chevrolet Silverado 2500HD Regular Cab 2012
5221,70,101,850,460,68,cars_train/05222.jpg,Chevrolet Silverado 2500HD Regular Cab 2012
5222,19,12,252,181,112,cars_train/05223.jpg,Ford F-150 Regular Cab 2012
5223,5,14,93,58,0,cars_train/05224.jpg,AM General Hummer SUV 2000
5224,108,103,2743,1758,177,cars_train/05225.jpg,Scion xD Hatchback 2012
5225,366,401,1516,1012,24,cars_train/05226.jpg,Audi TT RS Coupe 2012
5226,41,138,760,519,93,cars_train/05227.jpg,Dodge Durango SUV 2012
5227,17,19,640,289,95,cars_train/05228.jpg,Dodge Charger Sedan 2012
5228,21,25,463,288,108,cars_train/05229.jpg,Ford Expedition EL SUV 2009
5229,223,66,552,261,156,cars_train/05230.jpg,MINI Cooper Roadster Convertible 2012
5230,6,34,427,266,68,cars_train/05231.jpg,Chevrolet Silverado 2500HD Regular Cab 2012
5231,195,248,854,557,191,cars_train/05232.jpg,Volkswagen Beetle Hatchback 2012
5232,70,46,529,309,143,cars_train/05233.jpg,Jaguar XK XKR 2012
5233,101,120,944,685,182,cars_train/05234.jpg,Suzuki SX4 Hatchback 2012
5234,43,27,594,351,72,cars_train/05235.jpg,Chevrolet Malibu Sedan 2007
5235,151,166,1441,1027,100,cars_train/05236.jpg,Ferrari FF Coupe 2012
5236,29,32,399,330,194,cars_train/05237.jpg,Volvo XC90 SUV 2007
